License ID,Trade Name,Address,City,State,Zip Code,Report Type
"56195","Fresh World","2029 Lynnhaven Pkwy","Virginia Beach","VA","23456-1474","Wine Retailer",
"40449","Fresh to Frozen","7154 Hull Street Rd","Richmond","VA","23235","Wine Retailer",
"64630","Fresh to Frozen Grocery Salvage","7803 Midlothian Tpke","Richmond","VA","23235","Wine Retailer",
"48917","Freshcrust Trattoria","Lynnway Pl Shopping Ctr Ste 104 107","Virginia Beach","VA","23452","Wine Retailer",
"65020","Freshcrust Trattoria","1060 Lynnhaven Pky Ste 104","Virginia Beach","VA","23452-6300","Wine Retailer",
"11620","Fretwells of Front Royal","205 E Main St","Front Royal","VA","22630","Wine Retailer",
"1664","Friar Tucks","4408 10 Hampton Blvd","Norfolk","VA","23508","Wine Retailer",
"63488","Fric N Fracs Thunder Alley","104 Mall Rd","Covington","VA","24426-2413","Wine Retailer",
"61015","Fric n Fracs Thunder Alley","104 Mall Rd","Covington","VA","24426-2413","Wine Retailer",
"78411","Fridas Mexican Restaurant","1940 Sandy Hook Rd Ste D","Goochland","VA","23063-3116","Wine Retailer",
"59421","Fridas Mexican Restaurant","910 E Parham Rd","Richmond","VA","23228-6511","Wine Retailer",
"54877","Fried Chicken Cafe","517 Broadway St","Quantico","VA","22134","Wine Retailer",
"33505","Friendly  X-Press Inc","16030 Porterfield Hwy","Abingdon","VA","24210","Wine Retailer",
"25156","Friendly Corners Food Mart","2216 Mountain Rd","Halifax","VA","24558-3167","Wine Retailer",
"79010","Friendly Familys Country Corner","5260 River Rd W","Goochland","VA","23063-2822","Wine Retailer",
"57228","Friendly Folks","Hwy 72  P O Box 160","Clintwood","VA","24228","Wine Retailer",
"67609","Friendly Food Corner","2216 Mountain Rd","Halifax","VA","24558-3167","Wine Retailer",
"29747","Friendly Food Mart","1420 Old Bridge Rd","Woodbridge","VA","22192","Wine Retailer",
"13574","Friendly Food Mart","1420 Old Bridge Rd","Woodbridge","VA","22192-2711","Wine Retailer",
"14021","Friendly Food Mart","1420 Old Bridge Rd","Woodbridge","VA","22192-2711","Wine Retailer",
"76060","Friendly Food Mart","1420 Old Bridge Rd","Woodbridge","VA","22192-2711","Wine Retailer",
"73122","Friendly Food Mart","1420 Old Bridge Rd","Woodbridge","VA","22192-2711","Wine Retailer",
"55882","Friendly Market","2727 Duke St","Alexandria","VA","22314","Wine Retailer",
"41374","Friendly Mart","2727 Duke St","Alexandria","VA","22314-4589","Wine Retailer",
"63351","Friendly Mart","1709 Berryville Pike Unit A","Winchester","VA","22603","Wine Retailer",
"48168","Friendly Mart","5116 Mudd Tavern Rd","Woodford","VA","22580-9657","Wine Retailer",
"33428","Friendly Oaks","1284 Boissevain Rd","Bluefield","VA","24605","Wine Retailer",
"27446","Friendly Quick Mart","1932 E Washington St","Petersburg","VA","23803-3637","Wine Retailer",
"38755","Friendly Quick Mart","1290 N Laburnum Ave","Richmond","VA","23223-2100","Wine Retailer",
"68513","Friendly Tyche Mart","1420 Old Bridge Rd","Woodbridge","VA","22192-2711","Wine Retailer",
"51942","Friendlys","PO Box 397","Patrick Springs","VA","24133","Wine Retailer",
"6520","Friends","10444-10446 Dumfries Rd","Manassas","VA","20110-7958","Wine Retailer",
"55557","Friends & Co","17397 Southampton Pkwy","Capron","VA","23829-2406","Wine Retailer",
"57842","Friends & Company","2402 North Ave","Richmond","VA","23222-4329","Wine Retailer",
"71510","Friends And Company Restaurant","17397 Southampton Pkwy","Capron","VA","23829-2406","Wine Retailer",
"73926","Friends And Family Restaurant","100 Woodland Dr","Pearisburg","VA","24134-9706","Wine Retailer",
"66508","Friends Cafe","603 Prince George St","Williamsburg","VA","23185","Wine Retailer",
"44472","Friends Cafe","603 Prince George St","Williamsburg","VA","23185","Wine Retailer",
"50068","Friends Market","3435 S St","Richmond","VA","23223-6842","Wine Retailer",
"49541","Friends Mart","6308 Horsepen Rd","Richmond","VA","23226-2903","Wine Retailer",
"41143","Friends Mart","4419 West Broad St","Richmond","VA","23230-3201","Wine Retailer",
"41176","Friends Mart","6308 Horsepen Rd","Richmond","VA","23226-2903","Wine Retailer",
"62648","Friends Mart","6308 Horsepen Rd","Richmond","VA","23226","Wine Retailer",
"46333","Friends Mart # 1","4419 W Broad St","Richmond","VA","23230","Wine Retailer",
"62323","Friends Mart # 1","4419 W Broad St","Richmond","VA","23230","Wine Retailer",
"72318","Friends Steak & Seafood Restaurant","Route 30","West Point","VA","23181","Wine Retailer",
"74616","Frills","204 Bow Cv","Stafford","VA","22554","Wine Retailer",
"59226","Frisbys Food Mart","2150 Anderson Hwy","Powhatan","VA","23139-7922","Wine Retailer",
"52350","Frisbys Food Mart","2150 Anderson Hwy","Powhatan","VA","23139-7922","Wine Retailer",
"26479","Frisbys Food Mart","2150A Anderson Hwy","Powhatan","VA","23139-7922","Wine Retailer",
"70255","Frisbys Rest/countryside Sports Bar","2150 Anderson Hwy","Powhatan","VA","23139-7922","Wine Retailer",
"685","Frisbys Restaurant","2150A Anderson Hwy","Powhatan","VA","23139-7922","Wine Retailer",
"34330","Frisbys Restaurant","2150 Anderson Hwy","Powhatan","VA","23139-7922","Wine Retailer",
"64925","Frisbys Restaurant","2150 Anderson Hwy","Powhatan","VA","23139-7922","Wine Retailer",
"42246","Fritters","120 Front Royal Pike","Winchester","VA","22602-7312","Wine Retailer",
"46923","Fritters Restaurant & Gathering Pl","5745 Burke Centre Pkwy","Burke","VA","22015-2204","Wine Retailer",
"61988","Frizzles Of Alexandria","534 John Carlyle St","Alexandria","VA","22134","Wine Retailer",
"78818","Frog Legs","11497 Rolfe Hwy","Surry","VA","23883-2812","Wine Retailer",
"50081","Frog Level Market","30271 Richmond Tpke","Doswell","VA","23047","Wine Retailer",
"66902","Frog Level Market","30271 Richmond Tpke","Hanover","VA","23069","Wine Retailer",
"25534","Frog Level Market","30271 Richmond Tpke","Hanover","VA","23069","Wine Retailer",
"46194","Frog Level Market","30271 Richmond Tpke","Hanover","VA","23069","Wine Retailer",
"26999","Frog Level Service Station","1869 Crab Orchard Rd","Tazewell","VA","24651-9638","Wine Retailer",
"26523","Frog Pond Golf LLC","226 Hazelwood Dr","Stuart","VA","24171","Wine Retailer",
"19113","Frog Quick Stop","16907 Boydton Plank Rd","Dewitt","VA","23840","Wine Retailer",
"12584","Frogger's Subs & Pub","1210 W Third St","Farmville","VA","23901","Wine Retailer",
"13614","Froggers","1014 Main St","Altavista","VA","24517","Wine Retailer",
"11012","Froggy's","5201 Jefferson Davis Hwy","Fredericksburg","VA","22408-2605","Wine Retailer",
"2196","Froggys","5201 Jefferson Davis Hwy","Fredericksburg","VA","22408-2605","Wine Retailer",
"76902","Frogs And Friends","7391 John Marshall Hwy","Marshall","VA","20115-3327","Wine Retailer",
"34189","Frogs Quick Stop","2753 Dogtown Rd","Goochland","VA","23063","Wine Retailer",
"38450","Frogs and Friends","7391 John Marshall Hwy","Marshall","VA","20115-3327","Wine Retailer",
"59505","Frogtown General Store","RR 1 Box 388","Bluemont","VA","20135-9507","Wine Retailer",
"43169","From The Wharf","211 N Kent St","Winchester","VA","22601-5041","Wine Retailer",
"75075","From Tokyo","201 Elden Street","Herndon","VA","20170-4812","Wine Retailer",
"11355","Front Royal Aerie No. 4265 Fraternal Order of Ea","1600 John Marshall Hwy","Front Royal","VA","22630-4413","Wine Retailer",
"27351","Front Royal Amoco","851 John Marshall Hwy","Front Royal","VA","22630","Wine Retailer",
"52594","Front Royal BP","851 John Marshall Hwy","Front Royal","VA","22630","Wine Retailer",
"42132","Front Royal BP","851 John Marshall Hwy","Front Royal","VA","22630","Wine Retailer",
"39444","Front Royal Country Club","902 Country Club Rd","Front Royal","VA","22630","Wine Retailer",
"4225","Front Royal Country Club","902 Country Club Rd","Front Royal","VA","22630","Wine Retailer",
"42660","Front Royal Crown","63 W 14th St","Front Royal","VA","22630","Wine Retailer",
"35993","Front Royal Eagles 4265","219 Chester St","Front Royal","VA","22630","Wine Retailer",
"55866","Front Royal FOE 4265","218 E 4th St 220","Front Royal","VA","22630-4413","Wine Retailer",
"77477","Front Royal Koa","585 Koa Dr","Front Royal","VA","22630-5032","Wine Retailer",
"74231","Front Royal Koa","583 Koa Drive P O Box 274","Front Royal","VA","22630-0274","Wine Retailer",
"6856","Front Royal Lodge 2382 BPOE","Guard Hill Rd","Front Royal","VA","22630","Wine Retailer",
"54688","Front Royal Moose Lodge 829","1340 John Marshall Hwy","Front Royal","VA","22630-4510","Wine Retailer",
"59611","Front Royal Superette","1207 N Royal Ave","Front Royal","VA","22630","Wine Retailer",
"54227","Front Royal Texaco","63 W 14th St","Front Royal","VA","22630","Wine Retailer",
"36177","Front Street Restaurant","434 N Main St","Suffolk","VA","23434-4425","Wine Retailer",
"74337","Front Street Restaurant & Tavern","434 N Main St","Suffolk","VA","23434-4425","Wine Retailer",
"6560","Frontier","3209 George Washington Hwy","Portsmouth","VA","23704-6953","Wine Retailer",
"67989","Frontier Airline Inc","2605 S Clark St","Arlington","VA","22202-4035","Wine Retailer",
"81324","Frontier Airlines Inc","1 Aviation Circle","Arlington","VA","20001-6000","Wine Retailer",
"19230","Frostie Bun Shoppe","Rt 220 South","Monterey","VA","24465","Wine Retailer",
"80110","Froth","4710 A Starkey Rd","Roanoke","VA","24018-8519","Wine Retailer",
"45764","Frozen Dairy Bar and Boardwalk Pizza","6641 Arlington Blvd","Falls Church","VA","22042","Wine Retailer",
"25642","Fryes Corner Grocery","Rfd 50 W Po Box 2532","Winchester","VA","22603","Wine Retailer",
"1363","Frys Spring Beach Club","2512 Jefferson Park Ave","Charlottesville","VA","22903-4149","Wine Retailer",
"61574","Frys Spring Station","2115 Jefferson Park Ave","Charlottesville","VA","22903","Wine Retailer",
"64996","Frys Station Pizza","2115 Jefferson Park Ave","Charlottesville","VA","22903-3007","Wine Retailer",
"38964","Ft Chiswell Pic Pac","145 Ivanhoe Rd","Max Meadows","VA","24360-3541","Wine Retailer",
"10439","Ft Eustis Shell","13195 Jefferson Ave","Newport News","VA","23608","Wine Retailer",
"10746","Ft Eustis Shell","13195 Jefferson Ave","Newport News","VA","23603","Wine Retailer",
"72955","Ft Magruder Inn & Conference Center","Rt 60 E 6945 Pocahontas Trail","Williamsburg","VA","23187-3652","Wine Retailer",
"72954","Ft Magruder Inn & Conference Center","Rt 60 E 6945 Pocahontas Trail","Williamsburg","VA","23187-3652","Wine Retailer",
"75953","Ft. Chiswell Pizza","Us Hwy 52 Rt 3 Box 169","Max Meadows","VA","24360-9508","Wine Retailer",
"37044","Fu Jian Chen Restaurant","4551 Duke St","Alexandria","VA","22304-2503","Wine Retailer",
"13590","Fu Kim Restaurant","515 East Main St","Richmond","VA","23219","Wine Retailer",
"54067","Fu Lin Buffet","648 Grassfield Pkwy Ste 12","Chesapeake","VA","23322-7465","Wine Retailer",
"55293","Fu Lin Seafood Restaurant","7081 83 Brookfield Plaza","Springfield","VA","22150","Wine Retailer",
"67065","Fuddruckers","4141C Duke St","Alexandria","VA","22304-2415","Wine Retailer",
"59506","Fuddruckers","4141C Duke St","Alexandria","VA","22304-2415","Wine Retailer",
"67067","Fuddruckers","4300 Backlick Rd","Annandale","VA","22003-3142","Wine Retailer",
"45548","Fuddruckers","Terminal C Rm 19","Arlington","VA","20001","Wine Retailer",
"71680","Fuddruckers","1105 Merchants Way","Chesapeake","VA","23320-2783","Wine Retailer",
"73802","Fuddruckers","2400 Chesapeake Square Ring Rd","Chesapeake","VA","23321","Wine Retailer",
"72265","Fuddruckers","773 Southpark Blvd","Colonial Heights","VA","23834-3605","Wine Retailer",
"67066","Fuddruckers","3575 Chain Bridge Rd","Fairfax","VA","22030-2706","Wine Retailer",
"58397","Fuddruckers","3575 Chain Bridge Rd","Fairfax","VA","22030-2706","Wine Retailer",
"73505","Fuddruckers","3575 Chain Bridge Rd","Fairfax","VA","22030-2706","Wine Retailer",
"72245","Fuddruckers","2871 Plank Rd","Fredericksburg","VA","22401-4947","Wine Retailer",
"52329","Fuddruckers","1030 Elden St","Herndon","VA","20170-3801","Wine Retailer",
"72221","Fuddruckers","101 Regal Way","Newport News","VA","23602-9447","Wine Retailer",
"60807","Fuddruckers","8317 W Broad St","Richmond","VA","23294-6201","Wine Retailer",
"72866","Fuddruckers","10101 Midlothian Tpke","Richmond","VA","23235-4401","Wine Retailer",
"14096","Fuddruckers","201 Electric Rd","Salem","VA","24153","Wine Retailer",
"70478","Fuddruckers","1587 Spring Hill Rd","Vienna","VA","22182","Wine Retailer",
"10086","Fuddruckers","1587 Spring Hill Rd","Vienna","VA","22182","Wine Retailer",
"57649","Fuddruckers","4625 Virginia Beach Blvd","Virginia Beach","VA","23462-6706","Wine Retailer",
"67064","Fuddruckers","4625 Virginia Beach Blvd","Virginia Beach","VA","23462-6706","Wine Retailer",
"73099","Fuddruckers","14075 Shoppers Best Way","Woodbridge","VA","22192-4134","Wine Retailer",
"49293","Fuddruckers Ashburn","44036 Pipeline Plz","Ashburn","VA","20147","Wine Retailer",
"46156","Fuddruckers World Gtest Hamburgers","6201 Arlington Blvd","Falls Church","VA","22044-2400","Wine Retailer",
"39606","Fuddruckers Worlds Grtest Hamburgers","4300 Backlick Rd","Annandale","VA","22003-3142","Wine Retailer",
"38911","Fudds Express Restaurant","1 Saarinen Cir IAD Con B Rm BM393","Dulles","VA","20166","Wine Retailer",
"68375","Fudge Street Cafe","109 E Fudge St","Covington","VA","24426","Wine Retailer",
"56759","Fuds Daniels Creek","1580 Daniels Creek Rd","Collinsville","VA","24078","Wine Retailer",
"48984","Fuds Daniels Creek","1580 Daniels Creek Rd","Collinsville","VA","24078","Wine Retailer",
"75422","Fuds Express Mart","10057 Franklin St","Ferrum","VA","24088-2605","Wine Retailer",
"45723","Fuego","6008 W Broad St","Richmond","VA","23230-2222","Wine Retailer",
"81253","Fuego Cocina y Tequileria","2800 Clarendon Blvd","Arlington","VA","22201-2844","Wine Retailer",
"53582","Fuego Restaurant & Nightclub","6008 W Broad St","Richmond","VA","23230-2222","Wine Retailer",
"68796","Fuegos Cafe","315 Virginia Beach Blvd","Virginia Beach","VA","23451","Wine Retailer",
"27912","Fuel","901 E Market St","Charlottesville","VA","22902","Wine Retailer",
"35974","Fuel City","609 Amherst Hwy","Madison Heights","VA","24572","Wine Retailer",
"73531","Fuel City  53","2489 Raphine Rd","Raphine","VA","24472","Wine Retailer",
"56119","Fuel Energy Cafe","1800 Old Meadow Rd","McLean","VA","22102-1819","Wine Retailer",
"80631","Fuji Asian Cuisine","7330 Bell Creek Rd","Mechanicsville","VA","23111","Wine Retailer",
"77603","Fuji Express","5801 Duke St Ste G324","Alexandria","VA","22304-3258","Wine Retailer",
"42029","Fuji Grill","2832 Virginia Beach Blvd","Virginia Beach","VA","23452","Wine Retailer",
"35499","Fuji Japan Sushi & Grill","4878 Princess Anne Rd","Virginia Beach","VA","23462-4444","Wine Retailer",
"51230","Fuji Japanese Restaurant","13942 Metrotech Dr","Chantilly","VA","20151-3238","Wine Retailer",
"19895","Fuji Restaurant","75 77 N Glebe Rd","Arlington","VA","22203","Wine Retailer",
"11456","Fuji Restaurant","77 N Glebe Rd","Arlington","VA","22203-3703","Wine Retailer",
"10185","Fuji Restaurant","77 N Glebe Rd","Arlington","VA","22203-3703","Wine Retailer",
"58247","Fuji Restaurant","4768 Shore Dr","Virginia Beach","VA","23455-2713","Wine Retailer",
"53573","Fuji Ya Japanese Rest","1000 Charles St","Fredericksburg","VA","22401-3830","Wine Retailer",
"63376","Fuji Yama","2861 Lynnhaven Dr Ste 112","Virginia Beach","VA","23451","Wine Retailer",
"56828","Fujishang Restaurant","3540 Holland Rd Ste 111","Virginia Beach","VA","23452-4059","Wine Retailer",
"63548","Fujiya House","1489 Carl D Silver Pkwy","Fredericksburg","VA","22401","Wine Retailer",
"29498","Fujiyama Japanese Restaurant","6128 Jefferson Ave","Newport News","VA","23605","Wine Retailer",
"51002","Fukien Gourmet","435 Jefferson Davis Hwy","Fredericksburg","VA","22401-3142","Wine Retailer",
"72447","Fukien Gourmet","14512 Smoketown Rd","Woodbridge","VA","22192-4719","Wine Retailer",
"47146","Full House Grill & Bar","323 Cavalier Sq","Hopewell","VA","23860","Wine Retailer",
"13143","Full Kee Restaurant","5830 Columbia Pike","Falls Church","VA","22041-2007","Wine Retailer",
"70425","Full Kee Restaurant","6400 Horsepen Rd","Richmond","VA","23226-2906","Wine Retailer",
"72064","Full Moon Cafe","107 Market Sq Se","Roanoke","VA","24011-1431","Wine Retailer",
"75999","Full Moon Cafe","107 Market Sq  SE","Roanoke","VA","24011","Wine Retailer",
"48830","Fuller Bros General Merchandise","Hwy 71  Rfd 2  Box 269","Gate City","VA","24251","Wine Retailer",
"15015","Fullerton Cafe","7420 Fullerton Rd","Springfield","VA","22153","Wine Retailer",
"51894","Fullerton Cafe","7420 Fullerton Rd","Springfield","VA","22153","Wine Retailer",
"56054","Fullerton Park Restaurant","7664B Fullerton Rd","Springfield","VA","22153-2818","Wine Retailer",
"39060","Fulton Seafood","3719 E Broad Rock Blvd","Richmond","VA","23224","Wine Retailer",
"71832","Fultons Restaurant","815 Railroad Ave","Bedford","VA","24523-2153","Wine Retailer",
"68556","Fun An Beyond LLC","15490 Montanus Dr","Culpeper","VA","22701","Wine Retailer",
"59271","Fun And Games","6045 High St W","Portsmouth","VA","23703","Wine Retailer",
"71256","Fun Factory","3112 Mount Vernon Ave","Alexandria","VA","22305","Wine Retailer",
"56852","Fun Fair","13989 Metrotech Dr","Chantilly","VA","20151-3240","Wine Retailer",
"67474","Fun N Beyond","15490 Montanus Dr","Culpeper","VA","22701","Wine Retailer",
"38599","Fung Lin Restaurant","5635 Princess Anne Rd","Virginia Beach","VA","23462-6119","Wine Retailer",
"72222","Fung Lin Restaurant","5635 Princess Anne Rd","Virginia Beach","VA","23462-6119","Wine Retailer",
"30070","Funkhousers","Hwy 186 P O Box 206","Boykins","VA","23827","Wine Retailer",
"24455","Funnashi Soup Noodle Grill","1005 Princess Anne St","Fredericksburg","VA","22401-3835","Wine Retailer",
"27349","Funny Bone Comedy Club & Restaurant","11800 W Broad St Ste 1090","Richmond","VA","23233","Wine Retailer",
