License ID,Trade Name,Address,City,State,Zip Code,Report Type
"71289","Fox And The Hounds","1105 Portlock Rd","Chesapeake","VA","23324-1447","Wine Retailer",
"75453","Fox Chase Tavern","20789 Great Falls Plz Ste 162","Sterling","VA","20165-2485","Wine Retailer",
"78972","Fox Creek General Store Inc","7116 Troutdale Hwy","Troutdale","VA","24378-2475","Wine Retailer",
"55673","Fox Creek General Store Inc","7116 Troutdale Hwy","Troutdale","VA","24378-2013","Wine Retailer",
"26672","Fox Head Inn","1840 Manakin Rd","Manakin Sabot","VA","23103-2651","Wine Retailer",
"55874","Fox Hill Convenient Store","8 Old Fox Hill Rd","Hampton","VA","23669","Wine Retailer",
"47186","Fox Hill Shell Foodmart","61 E Mercury Blvd","Hampton","VA","23669-2970","Wine Retailer",
"290","Fox Hole Tavern","18607 Jefferson Davis Hwy","Triangle","VA","22172-1932","Wine Retailer",
"25552","Fox Hunter Grill /Rocks River Road House","1428 Outpost Rd","Lanexa","VA","23089-5920","Wine Retailer",
"12034","Fox Mill Grill","2185 Foxmill Rd","Herndon","VA","20171-3019","Wine Retailer",
"23407","Fox River Cafe & Comedy Club","109 S 12th St","Richmond","VA","23219-4011","Wine Retailer",
"11185","Fox Tales Restaurant","182 Byrd St","Orange","VA","22960-1631","Wine Retailer",
"8379","Fox's Pizza Den","289 N Massanutten St","Strasburg","VA","22657","Wine Retailer",
"29089","FoxFire Grill","6550K Little River Tpke","Alexandria","VA","22312-1443","Wine Retailer",
"19089","FoxLove at the Woodberry Inn LLC","182 Woodberry Rd Sw","Meadows of Dan","VA","24120","Wine Retailer",
"38991","Foxcross Ltd","25 S Indian Aly","Winchester","VA","22601-4711","Wine Retailer",
"73100","Foxes Pizza Den","209 N Massanutten St","Strasburg","VA","22657-2309","Wine Retailer",
"7875","Foxfield Races","2215 Foxfield Track","Charlottesville","VA","22901","Wine Retailer",
"66384","Foxhill C Store","61 E Mercury Blvd","Hampton","VA","23669","Wine Retailer",
"70585","Foxs Country Store","RR 3 Box 377","Buchanan","VA","24066-9538","Wine Retailer",
"75066","Foxs Pizza","616 E Main St","Berryville","VA","22611-1503","Wine Retailer",
"72090","Foxs Pizza","332 Amherst St","Winchester","VA","22601-3839","Wine Retailer",
"57585","Foxs Pizza Den","319 E King St","Strasburg","VA","22657-2429","Wine Retailer",
"49027","Foxs Pizza Den","289 N Massanutten St","Strasburg","VA","22657","Wine Retailer",
"10389","Foxsport Marina","800 Fox Chase Rd","Wirtz","VA","24184-3650","Wine Retailer",
"35715","Foxsport Xiv Marina","790 Fox Chase Rd","Wirtz","VA","24184","Wine Retailer",
"9214","Foxwood Market & Valet","250 S Whiting St # 120","Alexandria","VA","22304","Wine Retailer",
"70540","Foxwood Market & Valet","250 S Whiting St","Alexandria","VA","22304-3656","Wine Retailer",
"53964","Foxwood Market And Valet","250 South Whiting St","Alexandria","VA","22304","Wine Retailer",
"76117","Fpl Deli","7910 Yarnwood Ct","Springfield","VA","22153-2826","Wine Retailer",
"45800","Fran O'Briens of McLean","1381 A Beverly Rd","McLean","VA","22101-3603","Wine Retailer",
"11952","Francesca's NY Pizzeria","717 Independence Blvd","Virginia Beach","VA","23455","Wine Retailer",
"55156","Francescas Italian Cafe","1630 General Booth Blvd Ste 108","Virginia Beach","VA","23454-5608","Wine Retailer",
"29771","Francescas NY Pizzeria","717 Independence Blvd Ste 212 213","Virginia Beach","VA","23455","Wine Retailer",
"32817","Francescas NY Restaurant","717 Independence Blvd Ste 212 213","Virginia Beach","VA","23455","Wine Retailer",
"53374","Francescos","101 Main St","Bridgewater","VA","22812","Wine Retailer",
"24955","Francescos","1751 Virginia Ave Ste I","Harrisonburg","VA","22802","Wine Retailer",
"33535","Francescos Ristorante Italiano","116 S Main St","Broadway","VA","22815","Wine Retailer",
"50359","Francescos Ristorante Italiano","6524 Richmond Rd Unit D","Williamsburg","VA","23188-7203","Wine Retailer",
"73230","Francis M Bailey","State Route 604 - 610","Westmoreland","VA","22577","Wine Retailer",
"74141","Francis M Bailey","Rt 604 & 610","Westmoreland","VA","22488","Wine Retailer",
"17110","Franco's Rest","640 North Lee Hwy","Lexington","VA","24450","Wine Retailer",
"4850","Franco's Restaurant & Pizzeria Inc","323 Cavalier Sq","Hopewell","VA","23860","Wine Retailer",
"71730","Franconia Citgo","6201 Franconia Rd","Alexandria","VA","22310-2539","Wine Retailer",
"60710","Franconia Pizza","6112 Franconia Rd Ste B","Alexandria","VA","22310-2579","Wine Retailer",
"52104","Franconia Pizza","6112 Franconia Rd Ste B","Alexandria","VA","22310-2579","Wine Retailer",
"75873","Francos","640 North Lee Hwy","Lexington","VA","24450","Wine Retailer",
"18950","Francos By the Bay","169 W Ocean View Ave","Norfolk","VA","23503","Wine Retailer",
"8652","Francos Italian Restaurant","6200 N Military Hwy Ste A","Norfolk","VA","23518-5400","Wine Retailer",
"41052","Francos Italian Restaurant","6200 N Military Hwy Ste A","Norfolk","VA","23518-5400","Wine Retailer",
"29258","Francos Pizza","225 Burgess Rd","Harrisonburg","VA","22801","Wine Retailer",
"44826","Francos Ristorante","9031 1 W Broad St","Richmond","VA","23229","Wine Retailer",
"71327","Francos Ristorante","9031 W Broad St Ste 1","Richmond","VA","23294-5840","Wine Retailer",
"76308","Franeys Family Rest & Lincoln Inn","107-109 E Main St P O Box 1189","Marion","VA","24354-1189","Wine Retailer",
"28991","Frank & Patties","440 High St","Portsmouth","VA","23704","Wine Retailer",
"70763","Frank & Stein","5801 Duke St Ste G352","Alexandria","VA","22304-3238","Wine Retailer",
"52408","Frank & Stein","5801 Duke St Ste G352","Alexandria","VA","22304-3238","Wine Retailer",
"35123","Frank & Stein","1100 S Hayes St","Arlington","VA","22202","Wine Retailer",
"50246","Frank & Stein","1100 S Hayes St  Suite Vc 7","Arlington","VA","22202","Wine Retailer",
"8471","Frank & Stein","21100 Dulles Town Cir Ste 102/238","Dulles","VA","20166-2437","Wine Retailer",
"25896","Frank & Stein","11719 L Fair Oaks Mall","Fairfax","VA","22033","Wine Retailer",
"52938","Frank & Stein","11719L Fair Oaks Mall","Fairfax","VA","22033-3304","Wine Retailer",
"53965","Frank & Stein","340 Spotsylvania Mall","Fredericksburg","VA","22407-1124","Wine Retailer",
"39400","Frank & Stein","7945 L Tyson Corner Ctr","McLean","VA","22102-4503","Wine Retailer",
"52451","Frank & Stein","550e Marshall St C103 6 St Mktpl","Richmond","VA","23219","Wine Retailer",
"57706","Frank & Stein","6500 G Springfield Mall Fc  7","Springfield","VA","22150","Wine Retailer",
"11232","Frank & Stein","6500 G Springfield Mall","Springfield","VA","22150","Wine Retailer",
"60964","Frank & Stein","Amer Airline Terminal Wash Natl","Washington","DC","20001","Wine Retailer",
"49789","Frank & Stein","Hangar 11 Washington Nat Airport 2&3","Washington","DC","20001","Wine Retailer",
"41304","Frank & Stein","2700 Potomac Mills Cir Ste 473","Woodbridge","VA","22192-4655","Wine Retailer",
"75168","Frank & Stein Dog And Draft","Washington National Airport American","Washington","DC","20002","Wine Retailer",
"59816","Frank & Stein Dogs & Dafe","7945l Tysons Corner Ctr","Mc Lean","VA","22102-4503","Wine Retailer",
"13530","Frank & Stein Dogs & Draft","2011 Crystal Dr","Arlington","VA","22202-3709","Wine Retailer",
"10228","Frank & Stein Dogs & Draft","7945 L Tysons Corner Ctr","McLean","VA","22102","Wine Retailer",
"3747","Frank & Stein Dogs & Draft","6500 Springfield Mall  FC - 7","Springfield","VA","22150-1701","Wine Retailer",
"72049","Frank & Stein Dogs & Drafts","5801 Duke St Ste G352","Alexandria","VA","22304-3238","Wine Retailer",
"26474","Frank & Stein Dogs & Drafts","1100 S Hayes St Space VC 7","Arlington","VA","22202","Wine Retailer",
"70825","Frank & Stein Dogs & Drafts","11719L Fair Oaks Mall","Fairfax","VA","22033-3304","Wine Retailer",
"34971","Frank & Stein Dogs & Drafts","11719 L Fair Oaks Mall","Fairfax","VA","22033-3304","Wine Retailer",
"75675","Frank & Stein Dogs & Drafts","Amer Airline Terml Wash Natl Airport","Washington","DC","20001-4995","Wine Retailer",
"71781","Frank & Stein Dogs & Drafts Rest","11719L Fair Oaks Mall","Fairfax","VA","22033-3304","Wine Retailer",
"26811","Frank & Stein U S Bistro","2700 Potomac Mills Cir","Woodbridge","VA","22192-4625","Wine Retailer",
"9346","Frank & Stein US Bistro","2700 Potomac Mills Cr Ste 413","Woodbridge","VA","22192","Wine Retailer",
"75795","Frank & Steins","3125 Albert Lankford Dr","Lynchburg","VA","24501-4948","Wine Retailer",
"64997","Frank Beamers American Grill","2150 Allainby Way","Hampton","VA","23666-2166","Wine Retailer",
"9062","Frank's Lancer Mart","8345 Moneta Rd","Bedford","VA","24523","Wine Retailer",
"3447","Frank's Pizza","1340 West Main St.","Danville","VA","24541","Wine Retailer",
"38669","Frank-N-Steins","4515 Colley Ave Ste # 2","Norfolk","VA","23508","Wine Retailer",
"76454","Frankie & Johnnys Tavern","20733 Virgil H Goode Hwy","Rocky Mount","VA","24151-6698","Wine Retailer",
"11748","Frankie Rowlands Steakhouse","104 S Jefferson St","Roanoke","VA","24011","Wine Retailer",
"48503","Frankie's Sports Bar & Grill","904 S Lynnhaven Pkwy","Virginia Beach","VA","23452","Wine Retailer",
"21757","Frankies","4494 Lookout Rd","Virginia Beach","VA","23455-1548","Wine Retailer",
"5520","Frankies Place","528 E Indian River Rd","Norfolk","VA","23523-1765","Wine Retailer",
"27266","Frankies Place","528 E Indian River Rd","Norfolk","VA","23523-1765","Wine Retailer",
"59192","Frankies Place","1080 Nimmo Pky Ste 100","Virginia Beach","VA","23454","Wine Retailer",
"72261","Frankies Place For Ribs","146 Battlefield Blvd S","Chesapeake","VA","23322-5224","Wine Retailer",
"72616","Frankies Place For Ribs","5200 Fairfield Shopping Ctr","Virginia Beach","VA","23464-4212","Wine Retailer",
"48949","Frankies Place For Ribs","5200 Fairfield Shopping Ctr","Virginia Beach","VA","23464-4212","Wine Retailer",
"33129","Frankies Place For Ribs","408 Laskin Rd","Virginia Beach","VA","23451-3022","Wine Retailer",
"41385","Frankies Place for Ribs","3333 Virginia Beach Blvd Ste 42","Virginia Beach","VA","23452-5619","Wine Retailer",
"41936","Frankies Rt 11 Ramshead Rathskellar","215 - 219 W King St","Strasburg","VA","22657","Wine Retailer",
"66962","Franklin Bowling Center","1327 Armory Dr","Franklin","VA","23841","Wine Retailer",
"2993","Franklin Bowling Center","1327 Armory Dr","Franklin","VA","23851","Wine Retailer",
"57219","Franklin Bowling Ctr Inc","1327 Armory Dr  P O Box 891","Franklin","VA","23851","Wine Retailer",
"60982","Franklin Co Speedway","Rt 641","Callaway","VA","24067","Wine Retailer",
"46929","Franklin County Speedway","385 Speedway Ln","Callaway","VA","24067-4240","Wine Retailer",
"49714","Franklin Express","519 E Franklin St","Richmond","VA","23219","Wine Retailer",
"51206","Franklin Finest","1200D Armory Dr","Franklin","VA","23851","Wine Retailer",
"19965","Franklin Inn","1467 Carrsville Hwy","Franklin","VA","23851-3918","Wine Retailer",
"5495","Franklin Inn and Tavern","1467 Carrsville Hwy","Franklin","VA","23851-3918","Wine Retailer",
"43398","Franklin Lanes","923 N Main St","Rocky Mount","VA","24151-1108","Wine Retailer",
"36557","Franklin Mini Mart","300 Old Franklin Tpke","Rocky Mount","VA","24151-5500","Wine Retailer",
"36091","Franklin Minute Market","300 Old Franklin Tpke","Rocky Mount","VA","24151-5500","Wine Retailer",
"4067","Franklin Moose Club","3385 Beaverdam Rd","Franklin","VA","23851","Wine Retailer",
"41121","Franklin Post 4411","32414 John Beverly Rose Dr","Franklin","VA","23851-3923","Wine Retailer",
"75900","Franklin Restaurant","12 N 8th St","Richmond","VA","23219-3302","Wine Retailer",
"25899","Franklin Restaurant","Hwy 220 R F D 1","Rocky Mount","VA","24151","Wine Retailer",
"76053","Franklin Slip In","1293 Armory Dr","Franklin","VA","23851-2415","Wine Retailer",
"76864","Franklin Slip In","1293 Armory Dr","Franklin","VA","23851-2415","Wine Retailer",
"60640","Franklin Slip In","1293 Armory Dr","Franklin","VA","23851-2415","Wine Retailer",
"80956","Franklin Street Market","1711 E Franklin St","Richmond","VA","23223-6947","Wine Retailer",
"46999","Franklin Supermarket","1711 E Franklin St","Richmond","VA","23223-6947","Wine Retailer",
"54474","Franklins Cafe & Wine Bar","20 S Mason St","Harrisonburg","VA","22801","Wine Retailer",
"25235","Franklins Country Market","2960 Millwood Pike","Winchester","VA","22602","Wine Retailer",
"17830","Franklins Store","2880 Taro Rd","Cullen","VA","23934-9701","Wine Retailer",
"10747","Franks","3743 Brambleton Ave","Roanoke","VA","24018-3638","Wine Retailer",
"9415","Franks Cafe","115 Franklin St","Rocky Mount","VA","24151-1327","Wine Retailer",
"26227","Franks Convenience Mart","2101 Piedmont Ave","Portsmouth","VA","23704","Wine Retailer",
"72382","Franks Corner Pocket","3516 Washington Ave","Newport News","VA","23607-2944","Wine Retailer",
"74096","Franks Deli","Rt 17 North At Rt 600 Genl Del","Laneview","VA","22504","Wine Retailer",
"58329","Franks For The Memories","2117 Magnolia Ave","Buena Vista","VA","24416","Wine Retailer",
"54744","Franks II Italian Rest","200 Battlefield Blvd N Ste 1","Chesapeake","VA","23320","Wine Retailer",
"78788","Franks Italian Restaurant","5933 Williamson Rd","Roanoke","VA","24012-1231","Wine Retailer",
"53504","Franks Italian Ristorante Pizzeria","3054 Stony Point Rd","Richmond","VA","23235-2349","Wine Retailer",
"55690","Franks Pizza","105 Clarion Rd Ste 2","Altavista","VA","24517-1167","Wine Retailer",
"48624","Franks Pizza","401 E Main St","Bedford","VA","24523","Wine Retailer",
"12067","Franks Pizza","1128 Lynchburg - Salem Tpke Ste 1050","Bedford","VA","24523","Wine Retailer",
"43558","Franks Pizza","13914 US Highway 29","Chatham","VA","24531-3669","Wine Retailer",
"9349","Franks Pizza","13914 U S Hwy 29","Chatham","VA","24531","Wine Retailer",
"45231","Franks Pizza","1959 Memorial Dr","Danville","VA","24541","Wine Retailer",
"76626","Franks Pizza","1340 W Main St","Danville","VA","24541-4714","Wine Retailer",
"16618","Franks Pizza","1340 W Main St","Danville","VA","24541","Wine Retailer",
"26850","Franks Pizza","100 Vaden Dr","Gretna","VA","24557","Wine Retailer",
"48891","Franks Pizza","511 E Nelson St","Lexington","VA","24450","Wine Retailer",
"30229","Franks Pizza","41 Summers Way Ste 101","Roanoke","VA","24019","Wine Retailer",
"35685","Franks Pizza","390 Tanyard Rd","Rocky Mount","VA","24151-1554","Wine Retailer",
"66377","Franks Pizza","69 Barricks Ln Ste A","Rustburg","VA","24588","Wine Retailer",
"51219","Franks Pizza","14 E Main St","Salem","VA","24153","Wine Retailer",
"57949","Franks Pizza","1219 E Washington Ave","Vinton","VA","24179","Wine Retailer",
"10576","Franks Pizza","1219 E Washington Ave","Vinton","VA","24179","Wine Retailer",
"55053","Franks Pizza & Subs","4208 Franklin Rd SW Ste G","Roanoke","VA","24014","Wine Retailer",
"38974","Franks Pizza I","2411 Bainbridge Blvd","Chesapeake","VA","23324-1800","Wine Retailer",
"75046","Franks Pizza I","2411 Bainbridge Blvd","Chesapeake","VA","23324-1800","Wine Retailer",
"73449","Franks Pizza Iii","4010 George Washington Hwy","Portsmouth","VA","23702-1703","Wine Retailer",
"59518","Franks Pizza Pasta and Subs II","33 Soapy Pl","Fairfield","VA","24435","Wine Retailer",
"43636","Franks Place","2041 South Amherst Hwy","Amherst","VA","24521","Wine Retailer",
"56690","Franks Place","401 E Main St","Bedford","VA","24523","Wine Retailer",
"17842","Franks Place","531 N Washington St","Falls Church","VA","22046-3536","Wine Retailer",
"58076","Franks Place","3393 Richmond Hwy","Spout Spring","VA","24593","Wine Retailer",
"55616","Franks Place","13678 Jefferson Davis Hwy","Woodbridge","VA","22191-2005","Wine Retailer",
"32384","Franks Truck Stop","7207 Merrimac Trl","Williamsburg","VA","23185-5221","Wine Retailer",
"8592","Franks West","11238 Patterson Ave","Richmond","VA","23238-5011","Wine Retailer",
"47688","Franky Pizza & Restaurant LLC","6585 Iron Bridge Pl","Richmond","VA","23234","Wine Retailer",
"61979","Frankys Pizza & Restaurant","6581-6585 Ironbridge Pl","Richmond","VA","23234","Wine Retailer",
"42910","Frans Place","110 W Main St","Purcellville","VA","22132","Wine Retailer",
"30823","Frans Ready Room","1805 London Bridge Rd","Virginia Beach","VA","23453-3710","Wine Retailer",
"37629","Frat Order Of Police Nova Lodge 35","6311 Arlington Blvd","Falls Church","VA","22044-2004","Wine Retailer",
"39465","Fratelli Restaurant","410 S Van Dorn St","Alexandria","VA","22304-4308","Wine Retailer",
"11847","Fratelli Restaurant","14245 N Centreville Sq","Centreville","VA","20121","Wine Retailer",
"23936","Fratelli's Italian Ristorante Inc","5051 Jefferson Davis Hwy","Fredericksburg","VA","22407","Wine Retailer",
"61179","Fratellis Italian Grill","2834 Valley Ave","Winchester","VA","22601","Wine Retailer",
"65843","Fratellis Restaurant","251 W Lee Hwy","Warrenton","VA","20186","Wine Retailer",
"7850","Fraternal Order Eagles # 4420","5731 S Boston Hwy","Sutherlin","VA","24594","Wine Retailer",
"23396","Fraternal Order Of Eagles","1097 Boody Rd","Castlewood","VA","24224-7080","Wine Retailer",
"3652","Fraternal Order Of Eagles","521 Maple St","Chesapeake","VA","23324-1353","Wine Retailer",
"41691","Fraternal Order Of Eagles","2339 Jefferson Hwy","Waynesboro","VA","22980","Wine Retailer",
"76099","Fraternal Order Of Eagles 4315 Inc","517 Colonial Ave","Colonial Beach","VA","22443-2000","Wine Retailer",
"48072","Fraternal Order Of Police","10740 Jefferson Ave","Newport News","VA","23601-2718","Wine Retailer",
"30674","Fraternal Order of Eagles # 4265","219 Chester St","Front Royal","VA","22630","Wine Retailer",
"43375","Fraternal Order of Eagles # 4265","218 E 4th St","Front Royal","VA","22630-4413","Wine Retailer",
"63064","Fraternal Order of Eagles # 4513","31350 Richmond Tpke","Hanover","VA","23069","Wine Retailer",
"31818","Fraternal Order of Eagles 4265","219 Chester St","Front Royal","VA","22630","Wine Retailer",
"27973","Fraternal Order of Police of Danville Inc","664 S Hunter St","Danville","VA","24541","Wine Retailer",
"43904","Frattini Express Mart","519 E Franklin St","Richmond","VA","23219","Wine Retailer",
"73555","Fraziers Market","Highway 810 Rfd 2 Box 491a","Crozet","VA","22932","Wine Retailer",
"45215","Freckles Restaurant","5724 Patterson Ave","Richmond","VA","23226-2010","Wine Retailer",
"53651","Freckles Restaurant","5724 Patterson Ave","Richmond","VA","23226-2010","Wine Retailer",
"43907","Fred Seafood & Grocery","621 Church St","Blackstone","VA","23824-1607","Wine Retailer",
"72587","Fred's Pizzeria","12425 Hedges Run Dr","Woodbridge","VA","22192-1715","Wine Retailer",
"4232","Fred's Pizzeria- Lake Ridge And Pizza Gourmet","12425 Hedges Run Dr","Lake Ridge","VA","22192","Wine Retailer",
"33092","Fredbg Inn Ec Ldg Scottys Pancake Hs","5321 Jefferson Davis Hwy","Fredericksburg","VA","22408-2607","Wine Retailer",
"12044","Freddies","555 23rd St S","Arlington","VA","22202-2517","Wine Retailer",
"9428","Freddies Grill","2927 North Ave","Richmond","VA","23222-3612","Wine Retailer",
"73422","Freddys Food Mart","2601 Columbus Ave","Portsmouth","VA","23704-6215","Wine Retailer",
"14615","Freddys Sunset Grill","3604 Brambleton Ave","Roanoke","VA","24018","Wine Retailer",
"16256","Freddys Sunset Grill","3604 Brambleton Ave","Roanoke","VA","24018","Wine Retailer",
"12158","Frederick Amoco","2600 Frederick Blvd","Portsmouth","VA","23704-6115","Wine Retailer",
"29241","Fredericks","1005 Princess Anne St","Fredericksburg","VA","22401-3835","Wine Retailer",
"73541","Fredericks Restaurant","1500 E Ridge Rd","Richmond","VA","23229-5740","Wine Retailer",
"68812","Fredericksburg Area Museum and Cultural Center","1001 Princess Anne St","Fredericksburg","VA","22401","Wine Retailer",
"29","Fredericksburg Country Club","11031 Tidewater Trl","Fredericksburg","VA","22408-2044","Wine Retailer",
"41825","Fredericksburg Expo and Conference Center","2371 Carl D Silver Pkwy","Fredericksburg","VA","22401","Wine Retailer",
"41977","Fredericksburg Expo and Conference Center","2371 Carl D Silver Pkwy","Fredericksburg","VA","22401","Wine Retailer",
"36050","Fredericksburg Field House","3411 Shannon Park Dr","Fredericksburg","VA","22408","Wine Retailer",
"45302","Fredericksburg Hospitality House","2801 Plank Rd","Fredericksburg","VA","22401-4947","Wine Retailer",
"22535","Fredericksburg Koa","7400 Brookside Ln","Fredericksburg","VA","22408-8862","Wine Retailer",
"1635","Fredericksburg Lodge 1655 LOOM","11917 Cherry Rd","Fredericksburg","VA","22407-6592","Wine Retailer",
"39579","Fredericksburg Lodge 22 Knights of Pythias Inc","330 Wallace Ln","Fredericksburg","VA","22408","Wine Retailer",
"41471","Fredericksburg Post 3103 VFW of US","2701 Princess Anne St","Fredericksburg","VA","22401","Wine Retailer",
"27427","Fredericksburg Pure","201 Jefferson Davis Hwy","Fredericksburg","VA","22401-3114","Wine Retailer",
"55313","Fredericksburg Residence Inn","60 Towne Centre Blvd","Fredericksburg","VA","22407-1110","Wine Retailer",
"4446","Fredericksburg Square","525 Caroline St","Fredericksburg","VA","22401","Wine Retailer",
"2214","Freds Pizzeria","13986 Jefferson Davis Hwy","Woodbridge","VA","22191-2011","Wine Retailer",
"29796","Freds Place","1489 Jefferson Davis Hwy","Arlington","VA","22202-3229","Wine Retailer",
"30074","Freds Restaurant","107 S Main St","Franklin","VA","23851-1605","Wine Retailer",
"78061","Freds Trading Center","613 Allison Gap Rd","Saltville","VA","24370-3560","Wine Retailer",
"8351","Freds Trading Center # 3","901 E Main St","Saltville","VA","24370","Wine Retailer",
"4566","Freds Trading Center 2","309 Palmer Ave","Saltville","VA","24370","Wine Retailer",
"70167","Fredsters Poverty House","Hwy 667 Rt 1 Box 416","Pound","VA","24279","Wine Retailer",
"27023","Free Way International","28883 Highway 49N","Chase City","VA","23924","Wine Retailer",
"27026","Free Way Intl","1401 Main St","Victoria","VA","23974","Wine Retailer",
"63131","Freedom Food Mart","3599 Victory Blvd","Portsmouth","VA","23701","Wine Retailer",
"20669","Freemans Grocery","Int Hwys 46 & 137  R F D 1  Box 169","Alberta","VA","23821","Wine Retailer",
"71338","Freemans Market","30336 Christiana Hwy","Alberta","VA","23821-2630","Wine Retailer",
"60037","Freemans Short Stop","Hwy 17 Rt 2 Box 214b","Tappahannock","VA","22560","Wine Retailer",
"7232","Freemans Store","Hwy 719 Bloomfield","Bluemont","VA","22012","Wine Retailer",
"47649","Freemason Abbey","209 W Freemason St","Norfolk","VA","23510-1213","Wine Retailer",
"27302","Freemason Inn","411 W York St","Norfolk","VA","23510-1114","Wine Retailer",
"34017","Freeport Marina","R F D 2  Box 189a","Gloucester","VA","23061","Wine Retailer",
"78384","Freestyle Nails & Spa","9921 Southpoint Parkway","Fredericksburg","VA","22408","Wine Retailer",
"38420","Freetown Supermarket","14324 Jefferson Davis Hwy","Woodbridge","VA","22193","Wine Retailer",
"24718","French Bakery","4108 Granby St","Norfolk","VA","23504-1108","Wine Retailer",
"52557","French Bistro 104","104 N 18th St","Richmond","VA","23223","Wine Retailer",
"28731","French Village In Busch Gardens","1 Busch Gardens Blvd","Williamsburg","VA","23185-5664","Wine Retailer",
"25565","Frenchie & Ruths Mini Mart","3585 Smith Mountain Rd","Penhook","VA","24137-2429","Wine Retailer",
"70163","Frenchies","3607 Tidewater Dr","Norfolk","VA","23509-1435","Wine Retailer",
"77698","Frenchies Restaurant","3615 Tidewater Dr","Norfolk","VA","23509-1435","Wine Retailer",
"38233","Fresca","201 E Main St","Charlottesville","VA","22902","Wine Retailer",
"67007","Fresca on Addison","22 S Addison St","Richmond","VA","23220-5215","Wine Retailer",
"36590","Fresco","631 King St","Alexandria","VA","22314-3105","Wine Retailer",
"36110","Fresh","2129 General Booth Blvd Ste 132","Virginia Beach","VA","23454-5676","Wine Retailer",
"32053","Fresh Catch Seafood","3416 Pump Rd","Richmond","VA","23233","Wine Retailer",
"71211","Fresh Choice","1201 S Hayes St Space E Pentagon Ctr","Arlington","VA","22202-2700","Wine Retailer",
"75958","Fresh Choice","1201 S Hayes St Ste E","Arlington","VA","22202-2700","Wine Retailer",
"71939","Fresh Choice","12120 Fairfax Towne Ctr","Fairfax","VA","22033-2876","Wine Retailer",
"53670","Fresh City","2403 Centreville Rd Ste 34A","Herndon","VA","20171","Wine Retailer",
"71267","Fresh Fare","12955 Fair Lakes Shopping Ctr","Fairfax","VA","22033-5177","Wine Retailer",
"74402","Fresh Fare","11610 Plaza America Dr","Reston","VA","20190-4700","Wine Retailer",
"57856","Fresh Fields","6548 Little River Tpk","Annandale","VA","22312","Wine Retailer",
"58341","Fresh Fields","5620a Ox Rd","Fairfax Station","VA","22039-1018","Wine Retailer",
"57349","Fresh Fields","7501 Leesburg Pike","Falls Church","VA","22043-2103","Wine Retailer",
"77787","Fresh Fields & Whole Foods Market","6548 Little River Tpke","Alexandria","VA","22312-1443","Wine Retailer",
"76107","Fresh Fields Whole Foods Market","2700 Wilson Blvd","Arlington","VA","22201-3804","Wine Retailer",
"66616","Fresh Food Supermarket","5118 Richmond Henrico Tpke","Richmond","VA","23227-3627","Wine Retailer",
"74688","Fresh N Friendly","1301 Main Street","Altavista","VA","24517-1135","Wine Retailer",
"74691","Fresh N Friendly","Ambriar Shopping Ctr Bus 29n","Amherst","VA","24521","Wine Retailer",
"74690","Fresh N Friendly","2229 Wilborn Ave","South Boston","VA","24592-1629","Wine Retailer",
"74692","Fresh N Friendly","908 E Atlantic St","South Hill","VA","23970-3420","Wine Retailer",
"75944","Fresh N Friendly Food Stores","4300 Boydton Plank Rd","Petersburg","VA","23803-6584","Wine Retailer",
"75012","Fresh Pride  347","8506 Chesapeake Blvd","Norfolk","VA","23503-5525","Wine Retailer",
"58762","Fresh Pride # 111","720 Church St Ste 1","Norfolk","VA","23510-2920","Wine Retailer",
"44070","Fresh Pride # 121","813 W Constance Rd","Suffolk","VA","23434-5649","Wine Retailer",
"44071","Fresh Pride # 122","569 E Constance Rd","Suffolk","VA","23434-3003","Wine Retailer",
"12793","Fresh Pride # 146","300 Mason St","Cape Charles","VA","23310","Wine Retailer",
"13831","Fresh Pride # 187","25228 Lankford Hwy","Onley","VA","23418","Wine Retailer",
"29219","Fresh Pride # 234","2201 Kecoughtan Rd","Hampton","VA","23661-3216","Wine Retailer",
"2526","Fresh Pride # 239","6277 Cleveland St","Chincoteague","VA","23336","Wine Retailer",
"59010","Fresh Pride # 26","6215 Portsmouth Blvd","Portsmouth","VA","23701-1344","Wine Retailer",
"75014","Fresh Pride # 328","6226 Sewells Point Rd","Norfolk","VA","23513-3225","Wine Retailer",
"10656","Fresh Pride # 352","510 N Main St","Emporia","VA","23847-1236","Wine Retailer",
"45319","Fresh Pride # 67","4325 Indian River Rd","Chesapeake","VA","23325-3115","Wine Retailer",
"33338","Fresh Pride # 75","24313 Bennett St","Parksley","VA","23421","Wine Retailer",
"34631","Fresh Pride 236","2309 Jefferson Ave","Newport News","VA","23607-4509","Wine Retailer",
"59116","Fresh Seafood Company LLC","1050 Hendricks Store Rd","Moneta","VA","24121","Wine Retailer",
"6986","Fresh Seafood Delight","367 Warrenton Rd","Fredericksburg","VA","22405","Wine Retailer",
"73014","Fresh Start","Hwy 80 & 83 P O Box 207","Birchleaf","VA","24220","Wine Retailer",
"50583","Fresh Tapas & Tonic","2129 General Booth Blvd Ste 132","Virginia Beach","VA","23454","Wine Retailer",
"35669","Fresh Value","1609 Washington Plz N","Reston","VA","20190-4305","Wine Retailer",
"56180","Fresh World","14346 Warwick Blvd","Newport News","VA","23601","Wine Retailer",
"52539","Fresh World","12040 N Shore Dr","Reston","VA","20190-4987","Wine Retailer",
